,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
polyphosphate metabolism,"('polyphosphate metabolic process', 0.8363636363636363)","('polyphosphate metabolic process', 0.8363636363636363)","('polyphosphate catabolic process', 0.7636363636363637)","('polyphosphate catabolic process', 0.7636363636363637)","('glyphosate metabolic process', 0.7307692307692307)"
polyvinyl alcohol degradation,"('polyamine acetylation', 0.6)","('pyrrolysine incorporation', 0.5925925925925926)","('protein galactosylation', 0.58)","('polyamine deacetylation', 0.58)","('polyamine deacetylation', 0.58)"
ponciretin biosynthesis,"('sideretin biosynthesis', 0.8444444444444444)","('fraxetin biosynthesis', 0.82)","('photosynthesis', 0.7027027027027027)","('biosynthetic process', 0.7)","('cis-zeatin biosynthetic process', 0.7)"
porphyran degradation,"('polyamine deacetylation', 0.64)","('polyamine deacetylation', 0.64)","('protein deacylation', 0.6)","('protein deamination', 0.6)","('protein deglycation', 0.6)"
<i>Porphyromonas gingivalis</i> lipopolysaccharide (O-LPS) biosynthesis (final steps),"('lipopolysaccharide biosynthetic process', 0.6)","('lipopolysaccharide biosynthetic process', 0.6)","('lipopolysaccharide biosynthetic process', 0.6)","('lipopolysaccharide biosynthetic process', 0.6)","('lipopolysaccharide core region biosynthetic process', 0.57)"
<i>Porphyromonas gingivalis</i> O-LPS antigen biosynthesis,"('O antigen biosynthetic process', 0.59)","('O antigen biosynthetic process', 0.59)","('O antigen biosynthetic process', 0.59)","('K antigen biosynthetic process', 0.56)","('K antigen biosynthetic process', 0.56)"
ppGpp metabolism,"('metabolite repair', 0.61)","('GDP metabolic process', 0.5945945945945946)","('GMP metabolic process', 0.5945945945945946)","('GTP metabolic process', 0.5945945945945946)","('GDP metabolic process', 0.5945945945945946)"
pregnenolone biosynthesis,"('prenol biosynthetic process', 0.73)","('prenol biosynthetic process', 0.73)","('prenol biosynthetic process', 0.73)","('prenol biosynthetic process', 0.73)","('eugenol biosynthetic process', 0.72)"
prenylated FMNH<sub>2</sub> biosynthesis,"('prenyl-FMNH2 biosynthetic process', 0.7)","('prenyl-FMNH2 biosynthetic process', 0.7)","('prenyl-FMNH2 biosynthetic process', 0.7)","('FMN biosynthetic process', 0.65)","('FMN biosynthetic process', 0.65)"
preQ<sub>0</sub> biosynthesis,"('biosynthetic process', 0.68)","('ADP biosynthetic process', 0.67)","('AMP biosynthetic process', 0.67)","('ATP biosynthetic process', 0.67)","('ADP biosynthetic process', 0.67)"
proanthocyanidins biosynthesis from flavanols,"('proanthocyanidin biosynthetic process', 0.7560975609756098)","('proanthocyanidin biosynthetic process', 0.7560975609756098)","('proanthocyanidin biosynthetic process', 0.7560975609756098)","('leucoanthocyanidin biosynthetic process', 0.6904761904761905)","('leucoanthocyanidin biosynthetic process', 0.6904761904761905)"
procollagen hydroxylation and glycosylation,"('protein phosphate-linked glycosylation', 0.6666666666666666)","('protein C-linked glycosylation', 0.6575342465753424)","('protein N-linked glycosylation', 0.6575342465753424)","('protein O-linked glycosylation', 0.6575342465753424)","('protein S-linked glycosylation', 0.6575342465753424)"
prodigiosin biosynthesis,"('fraxetin biosynthesis', 0.7111111111111111)","('sphingosine biosynthetic process', 0.71)","('sphingosine biosynthetic process', 0.71)","('sphingosine biosynthetic process', 0.71)","('sphingosine biosynthetic process', 0.71)"
progesterone biosynthesis,"('progesterone biosynthetic process', 0.83)","('progesterone biosynthetic process', 0.83)","('progesterone biosynthetic process', 0.83)","('progesterone biosynthetic process', 0.83)","('terpene biosynthetic process', 0.79)"
proline betaine degradation I,"('protein branching point deglutamylation', 0.65)","('protein deneddylation', 0.64)","('protein side chain deglutamylation', 0.6349206349206349)","('L-proline betaine catabolic process', 0.625)","('L-proline betaine metabolic process', 0.625)"
proline betaine degradation II,"('protein branching point deglutamylation', 0.64)","('protein deneddylation', 0.63)","('protein side chain deglutamylation', 0.625)","('L-proline betaine catabolic process', 0.62)","('L-proline betaine catabolic process', 0.62)"
proline to cytochrome <i>bo</i> oxidase electron transfer,"('mitochondrial electron transport, cytochrome c to oxygen', 0.7)","('mitochondrial electron transport, cytochrome c to oxygen', 0.7)","('electron transfer flavoprotein complex', 0.63)","('cytosolic electron transfer flavoprotein complex', 0.63)","('mitochondrial electron transport, ubiquinol to cytochrome c', 0.62)"
propane degradation I,"('protein deacylation', 0.65)","('protein deamination', 0.65)","('protein deglycation', 0.65)","('protein dehydration', 0.65)","('protein deglycation', 0.65)"
propane degradation II,"('protein deacylation', 0.6341463414634146)","('protein deamination', 0.6341463414634146)","('protein deglycation', 0.6341463414634146)","('protein dehydration', 0.6341463414634146)","('protein deglycation', 0.6341463414634146)"
propanethial <i>S</i>-oxide biosynthesis,"('nitric oxide biosynthetic process', 0.71)","('nitric-oxide synthase biosynthetic process', 0.71)","('nitric oxide biosynthetic process', 0.71)","('sideretin biosynthesis', 0.68)","('oxazole or thiazole biosynthetic process', 0.65)"
propanoate fermentation to 2-methylbutanoate,"('lactate fermentation to propionate and acetate', 0.67)","('lactate fermentation to propionate and acetate', 0.67)","('ethanol-acetate fermentation to butyrate and caproate', 0.6597938144329897)","('glycolytic fermentation to ethanol', 0.6410256410256411)","('glycolytic fermentation to propionate', 0.64)"
propanoyl CoA degradation I,"('ISG15-protein conjugation', 0.58)","('acyl deglucuronidation', 0.5714285714285714)","('protein deacylation', 0.57)","('protein deamination', 0.57)","('protein deglycation', 0.57)"
propanoyl-CoA degradation II,"('ISG15-protein conjugation', 0.57)","('acyl deglucuronidation', 0.56)","('protein deacylation', 0.5531914893617021)","('protein deamination', 0.5531914893617021)","('protein deglycation', 0.5531914893617021)"
propene degradation,"('protein deacylation', 0.74)","('protein deamination', 0.74)","('protein deglycation', 0.74)","('protein dehydration', 0.74)","('protein deglycation', 0.74)"
protectin biosynthesis,"('fraxetin biosynthesis', 0.84)","('sideretin biosynthesis', 0.82)","('pectin biosynthetic process', 0.7346938775510204)","('pectin biosynthetic process', 0.7346938775510204)","('zeatin biosynthetic process', 0.73)"
protective electron sinks in the thylakoid membrane (PSII to PTOX),"('plasma membrane-derived thylakoid photosystem II', 0.55)","('lumenal side of plastid thylakoid membrane', 0.55)","('plasma membrane electron transport, NADH to quinone', 0.54)","('plasma membrane electron transport, NADH to quinone', 0.54)","('extrinsic component of stromal side of plastid thylakoid membrane', 0.53)"
protein citrullination,"('protein nitrosylation', 0.7906976744186046)","('protein sialylation', 0.7804878048780488)","('protein sialylation', 0.7804878048780488)","('protein acetylation', 0.7804878048780488)","('protein ubiquitination', 0.7727272727272727)"
protein <i>N</i>-glycosylation (bacterial),"('protein C-linked glycosylation', 0.78)","('protein N-linked glycosylation', 0.75)","('protein deglycosylation', 0.73)","('protein deglycosylation', 0.73)","('protein glycosylation', 0.72)"
protein <I>N</i>-glycosylation (<i>Haloferax volcanii</i>),"('protein N-linked glycosylation', 0.65)","('protein N-linked glycosylation via tryptophan', 0.65)","('protein N-linked glycosylation via tryptophan', 0.65)","('regulation of protein glycosylation', 0.64)","('regulation of protein glycosylation', 0.64)"
protein <I>N</i>-glycosylation (<i>Methanococcus voltae</i>),"('protein N-linked glycosylation', 0.63)","('protein O-linked glycosylation', 0.61)","('protein S-linked glycosylation', 0.61)","('protein N-linked glycosylation via arginine', 0.61)","('protein N-linked glycosylation via arginine', 0.61)"
protein <i>N</i>-glycosylation initial phase (eukaryotic),"('protein C-linked glycosylation', 0.66)","('protein phosphate-linked glycosylation', 0.64)","('protein N-linked glycosylation', 0.63)","('protein N-linked glycosylation via arginine', 0.63)","('protein N-linked glycosylation via arginine', 0.63)"
"protein <i>N</i>-glycosylation processing of mannoproteins (<i>cis-Golgi</i>, yeast)","('protein deglycosylation involved in glycoprotein catabolic process', 0.67)","('protein deglycosylation involved in glycoprotein catabolic process', 0.67)","('positive regulation of protein O-linked glycosylation', 0.59)","('positive regulation of protein O-linked glycosylation', 0.59)","('positive regulation of protein O-linked glycosylation', 0.59)"
"protein <i>N</i>-glycosylation processing of proteins targeted for retention in cellular organelles (<i>cis-Golgi</i>, yeast)","('positive regulation of protein modification by small protein conjugation or removal', 0.53)","('positive regulation of protein modification by small protein conjugation or removal', 0.53)","('negative regulation of protein processing involved in protein targeting to mitochondrion', 0.53)","('positive regulation of protein modification by small protein conjugation or removal', 0.53)","('negative regulation of protein processing involved in protein targeting to mitochondrion', 0.53)"
"protein <i>N</i>-glycosylation processing phase (endoplasmic reticulum, yeast)","('protein folding in endoplasmic reticulum', 0.6101694915254238)","('eiF2alpha phosphorylation in response to endoplasmic reticulum stress', 0.5986394557823129)","('eiF2alpha phosphorylation in response to endoplasmic reticulum stress', 0.5986394557823129)","('protein deglycosylation involved in glycoprotein catabolic process', 0.59)","('protein deglycosylation involved in glycoprotein catabolic process', 0.59)"
protein <i>N</i>-glycosylation processing phase (plants and animals),"('protein deglycosylation involved in glycoprotein catabolic process', 0.59)","('protein deglycosylation involved in glycoprotein catabolic process', 0.59)","('protein phosphate-linked glycosylation', 0.57)","('N-terminal protein amino acid N-linked glycosylation', 0.57)","('N-terminal protein amino acid N-linked glycosylation', 0.57)"
protein NEDDylation,"('protein neddylation', 1.0)","('protein deneddylation', 0.95)","('protein farnesylation', 0.85)","('protein prenylation', 0.84)","('protein methylation', 0.84)"
protein <i>O</i>-glycosylation (Neisseria),"('protein O-linked glycosylation', 0.81)","('protein C-linked glycosylation', 0.75)","('protein N-linked glycosylation', 0.75)","('protein S-linked glycosylation', 0.75)","('protein O-linked fucosylation', 0.73)"
protein <I>O</i>-mannosylation I (yeast),"('protein O-linked mannosylation', 0.77)","('protein O-linked mannosylation', 0.77)","('protein mannosylation', 0.75)","('protein mannosylation', 0.75)","('protein demannosylation', 0.72)"
"protein <I>O</i>-mannosylation II (mammals, core M1 and core M2)","('protein alpha-1,2-demannosylation', 0.62)","('protein O-linked mannosylation', 0.59)","('protein O-linked mannosylation', 0.59)","('protein demannosylation', 0.57)","('protein mannosylation', 0.53)"
"protein <I>O</i>-mannosylation III (mammals, core M3)","('protein O-linked mannosylation', 0.65)","('protein O-linked mannosylation', 0.65)","('protein alpha-1,2-demannosylation', 0.65)","('protein demannosylation', 0.63)","('protein mannosylation', 0.62)"
protein <i>O</i>-[<i>N</i>-acetyl]-glucosylation,"('protein C-linked glycosylation', 0.71)","('protein O-linked glycosylation', 0.71)","('protein O-linked fucosylation', 0.7)","('protein O-linked fucosylation', 0.7)","('protein N-linked N-acetylglucosaminylation via asparagine', 0.7)"
protein Pupylation and dePupylation,"('regulation of protein neddylation', 0.76)","('regulation of protein neddylation', 0.76)","('regulation of protein acetylation', 0.74)","('regulation of protein adenylylation', 0.74)","('regulation of protein acetylation', 0.74)"
protein <i>S</i>-nitrosylation and denitrosylation,"('protein deglutathionylation', 0.62)","('protein nitrosylation', 0.62)","('protein depropionylation', 0.62)","('protein adenylylation', 0.62)","('protein O-linked glycosylation via tyrosine', 0.6021505376344086)"
protein SAMPylation and SAMP-mediated thiolation,"('intein-mediated protein splicing', 0.6)","('negative regulation of protein ubiquitination', 0.6)","('negative regulation of protein ubiquitination', 0.6)","('negative regulation of protein ubiquitination', 0.6)","('regulation of translation, ncRNA-mediated', 0.59)"
protein ubiquitination,"('protein ubiquitination', 1.0)","('protein deubiquitination', 0.9565217391304348)","('protein autoubiquitination', 0.9166666666666666)","('protein monoubiquitination', 0.9166666666666666)","('protein polyubiquitination', 0.9166666666666666)"
protocatechuate degradation I (<I>meta</I>-cleavage pathway),"('protocatechuate catabolic process, meta-cleavage', 0.6296296296296297)","('protocatechuate catabolic process, meta-cleavage', 0.6296296296296297)","('protocatechuate catabolic process, meta-cleavage', 0.6296296296296297)","('protocatechuate catabolic process, ortho-cleavage', 0.58)","('protocatechuate catabolic process, ortho-cleavage', 0.58)"
protocatechuate degradation II (ortho-cleavage pathway),"('protocatechuate catabolic process, ortho-cleavage', 0.6730769230769231)","('protocatechuate catabolic process, ortho-cleavage', 0.6730769230769231)","('protocatechuate catabolic process, ortho-cleavage', 0.6730769230769231)","('protocatechuate catabolic process, meta-cleavage', 0.6019417475728155)","('protocatechuate catabolic process, meta-cleavage', 0.6019417475728155)"
protocatechuate degradation III (<I>para</I>-cleavage pathway),"('protocatechuate catabolic process, ortho-cleavage', 0.59)","('protocatechuate catabolic process, ortho-cleavage', 0.59)","('protocatechuate catabolic process, ortho-cleavage', 0.59)","('protocatechuate catabolic process, meta-cleavage', 0.58)","('protocatechuate catabolic process, meta-cleavage', 0.58)"
PRPP biosynthesis,"('fraxetin biosynthesis', 0.74)","('sideretin biosynthesis', 0.72)","('biosynthetic process', 0.7)","('rhamnolipid biosynthesis', 0.68)","('XMP biosynthetic process', 0.68)"
prunasin and amygdalin biosynthesis,"('ajmaline biosynthetic process', 0.66)","('arabinan biosynthetic process', 0.66)","('arabinan biosynthetic process', 0.66)","('ajmaline biosynthetic process', 0.66)","('regulation of camalexin biosynthetic process', 0.6329113924050633)"
