,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
Antipsychotics,"('D-cycloserine biosynthesis', 0.40608240577905796)","('bupropion degradation', 0.37178422188030785)","('serotonin degradation', 0.33426044240028646)","('serotonin and melatonin biosynthesis', 0.3263714829556513)","('psilocybin biosynthesis', 0.3117740958865281)"
Antipsychotics - phenothiazines,"('D-cycloserine biosynthesis', 0.4857178157965518)","('bupropion degradation', 0.43730771336370394)","('psilocybin biosynthesis', 0.4151888594715427)","('noscapine biosynthesis', 0.4140465750210432)","('valproate &beta;-oxidation', 0.4009295641450576)"
Antipsychotics - butyrophenones,"('D-cycloserine biosynthesis', 0.4857178157965518)","('bupropion degradation', 0.43730771336370394)","('psilocybin biosynthesis', 0.4151888594715427)","('noscapine biosynthesis', 0.4140465750210432)","('valproate &beta;-oxidation', 0.4009295641450576)"
Antidepressants,"('D-cycloserine biosynthesis', 0.40608240577905796)","('bupropion degradation', 0.37178422188030785)","('serotonin degradation', 0.33426044240028646)","('serotonin and melatonin biosynthesis', 0.3263714829556513)","('psilocybin biosynthesis', 0.3117740958865281)"
Agents for Alzheimer-type dementi,"('protein Pupylation and dePupylation', 0.21188460547081295)","('echinocandin B degradation', 0.17364316676470823)","('valproate &beta;-oxidation', 0.1684475304152859)","('noscapine biosynthesis', 0.16085684610902595)","('monoacylglycerol metabolism (yeast)', 0.15864193977111335)"
Antiparkinsonian agents,"('bupropion degradation', 0.4425768583538461)","('D-cycloserine biosynthesis', 0.43845526171749405)","('sibiromycin biosynthesis', 0.431712088335614)","('podophyllotoxin glucosides metabolism', 0.4087047607255307)","('valproate &beta;-oxidation', 0.39257182335880547)"
Sulfonamide derivatives - overview,"('cinchona alkaloids biosynthesis', 0.6277908700390795)","('indole degradation to anthranil and anthranilate', 0.5842335464405018)","('quinoxaline-2-carboxylate biosynthesis', 0.5840896533944534)","('rebeccamycin biosynthesis', 0.5840896533944534)","('platensimycin biosynthesis', 0.5836791588543845)"
Sulfonamide derivatives - sulfa drugs,"('sulfazecin biosynthesis', 0.7494016511430488)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.7491731698079807)","('superpathway of penicillin, cephalosporin and cephamycin biosynthesis', 0.6787307825036203)","('FR-900098 and FR-33289 antibiotics biosynthesis', 0.6441166377503509)","('tetracycline and oxytetracycline biosynthesis', 0.6341906934344337)"
Sulfonamide derivatives - diuretics,"('ajmaline and sarpagine biosynthesis', 0.6266143446406357)","('sulfazecin biosynthesis', 0.5967856268811819)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.5951422109009445)","('cinchona alkaloids biosynthesis', 0.5910722772853472)","('FR-900098 and FR-33289 antibiotics biosynthesis', 0.5734725735332897)"
Sulfonamide derivatives - hypoglycemic agents,"('podophyllotoxin glucosides metabolism', 0.6388404183684399)","('cinchona alkaloids biosynthesis', 0.6147974958832134)","('FR-900098 and FR-33289 antibiotics biosynthesis', 0.6102144861700328)","('sulfazecin biosynthesis', 0.6027411606244618)","('ajmaline and sarpagine biosynthesis', 0.5965992687862175)"
Antiarrhythmic drugs,"('podophyllotoxin glucosides metabolism', 0.48106282316448085)","('sibiromycin biosynthesis', 0.47131119428286417)","('ajmaline and sarpagine biosynthesis', 0.45372249766267675)","('bupropion degradation', 0.39031441792544236)","('linezolid resistance', 0.36760121838726495)"
Antiulcer drugs,"('podophyllotoxin glucosides metabolism', 0.5553552613555339)","('sibiromycin biosynthesis', 0.5031617591767463)","('sanguinarine and macarpine biosynthesis', 0.46462320948000974)","('kauralexin biosynthesis', 0.44182613789196395)","('ellagic acid degradation to urolithins', 0.4383505400280028)"
Immunosuppressive agents,"('sibiromycin biosynthesis', 0.44583119937845583)","('podophyllotoxin glucosides metabolism', 0.41019796791464846)","('FR-900098 and FR-33289 antibiotics biosynthesis', 0.38576348521096415)","('ascomycin biosynthesis', 0.347883379275987)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.3422629603747435)"
Osteoporosis drugs,"('podophyllotoxin glucosides metabolism', 0.29808646383412646)","('sibiromycin biosynthesis', 0.28957124773989185)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.27872468862362826)","('bupropion degradation', 0.25081288210009467)","('kauralexin biosynthesis', 0.23751764891173952)"
Antimigraines,"('(+)-camphor biosynthesis', 0.0)","('(+)-pisatin biosynthesis', 0.0)","('(+)-secoisolariciresinol diglucoside biosynthesis', 0.0)","(""(-)-4'-demethyl-epipodophyllotoxin biosynthesis"", 0.0)","('(-)-camphor biosynthesis', 0.0)"
Antithrombosis agents,"('FR-900098 and FR-33289 antibiotics biosynthesis', 0.3572722426381519)","('linezolid resistance', 0.3566198391581759)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.34178493363769086)","('sibiromycin biosynthesis', 0.3251319650145282)","('podophyllotoxin glucosides metabolism', 0.31242101534222744)"
Antirheumatics - DMARDs and biological agents,"('FR-900098 and FR-33289 antibiotics biosynthesis', 0.3665256504696684)","('sibiromycin biosynthesis', 0.3650084414744666)","('artemisinin and arteannuin B biosynthesis', 0.3540758626937728)","('methymycin, neomethymycin and novamethymycin biosynthesis', 0.3534972863611968)","('linezolid resistance', 0.32808031704379503)"
Antidiabetics,"('[2Fe-2S] iron-sulfur cluster biosynthesis', 0.2726262507163428)","('kauralexin biosynthesis', 0.2240350007857744)","('sphingofungin B-D biosynthesis', 0.19737965439037697)","('cinchona alkaloids biosynthesis', 0.18964291841002184)","('propanoyl CoA degradation I', 0.17745139914148716)"
Antidyslipidemic agents,"('podophyllotoxin glucosides metabolism', 0.5693294535696168)","('glutathione-mediated detoxification II', 0.520665200282057)","('sibiromycin biosynthesis', 0.5190401479568639)","('ellagic acid degradation to urolithins', 0.517752118623342)","('glutathione-mediated detoxification I', 0.5070812860880674)"
Antiglaucoma agents,"('bupropion degradation', 0.4425768583538461)","('D-cycloserine biosynthesis', 0.43845526171749405)","('sibiromycin biosynthesis', 0.431712088335614)","('podophyllotoxin glucosides metabolism', 0.4087047607255307)","('valproate &beta;-oxidation', 0.39257182335880547)"
Cholinergic and anticholinergic drugs,"('D-cycloserine biosynthesis', 0.43437035288174325)","('serotonin and melatonin biosynthesis', 0.43348944948703505)","('superpathway of hyoscyamine (atropine) and scopolamine biosynthesis', 0.43109232761807276)","('bupropion degradation', 0.41342959060645734)","('serotonin degradation', 0.40301967995453647)"
lpha-Adrenergic receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.6345851435397564)","('ibotenate and muscimol biosynthesis', 0.5716107596425664)","('asperlicin E biosynthesis', 0.5532320490899714)","('dopamine degradation', 0.5209711562584574)","('kainate biosynthesis', 0.5200424067042086)"
beta-Adrenergic receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.6473440519456731)","('ibotenate and muscimol biosynthesis', 0.5769660513239363)","('mineralocorticoid biosynthesis', 0.541373777110782)","('kainate biosynthesis', 0.5191211087938566)","('dopamine degradation', 0.5061583420735725)"
Dopamine receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.6682133599189329)","('dopamine degradation', 0.649084227028496)","('ibotenate and muscimol biosynthesis', 0.6417510278876944)","('serotonin and melatonin biosynthesis', 0.5910892409371195)","('serotonin degradation', 0.5829871142236659)"
Histamine H1 receptor antagonists,"('histamine degradation', 0.5825770757538327)","('cannabinoid biosynthesis', 0.5698945431790201)","('ibotenate and muscimol biosynthesis', 0.5686316310651011)","('histamine biosynthesis', 0.5502491716942252)","('asperlicin E biosynthesis', 0.5319680319481749)"
Histamine H2/H3 receptor agonists/antagonists,"('ibotenate and muscimol biosynthesis', 0.6007755849580741)","('cannabinoid biosynthesis', 0.5772667176576886)","('histamine degradation', 0.57315447765341)","('dopamine degradation', 0.5621333675274497)","('serotonin degradation', 0.5560839890504411)"
Serotonin receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.6698712496777521)","('serotonin degradation', 0.6525122443472344)","('serotonin and melatonin biosynthesis', 0.6251712271668023)","('dopamine degradation', 0.6150639354653274)","('ibotenate and muscimol biosynthesis', 0.605233362442321)"
Eicosanoid receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.7224537550073012)","('histamine biosynthesis', 0.6393190486522768)","('leukotriene biosynthesis', 0.6245801477436994)","('lipoxin biosynthesis', 0.6245801477436994)","('histamine degradation', 0.6168293761197426)"
Opioid receptor agonists/antagonists,"('cannabinoid biosynthesis', 0.6458622684259232)","('ibotenate and muscimol biosynthesis', 0.5553790234876372)","('dopamine degradation', 0.5218855253094298)","('kainate biosynthesis', 0.49870845832442157)","('asperlicin E biosynthesis', 0.49466538455254355)"
Angiotensin receptor and endothelin receptor antagonists,"('cannabinoid biosynthesis', 0.6240799401370498)","('asperlicin E biosynthesis', 0.6154668501626652)","('mineralocorticoid biosynthesis', 0.5663063002432472)","('serotonin and melatonin biosynthesis', 0.5108954732117936)","('ibotenate and muscimol biosynthesis', 0.49824764155093837)"
Glucocorticoid and mineralocorticoid receptor agonists/antagonists,"('mineralocorticoid biosynthesis', 0.7112960977112198)","('glucocorticoid biosynthesis', 0.6453938515374574)","('cannabinoid biosynthesis', 0.6307167266485133)","('androgen biosynthesis', 0.5699915022977275)","('serotonin and melatonin biosynthesis', 0.5274390374684349)"
"Progesterone, androgen and estrogen receptor agonists/antagonists","('androgen biosynthesis', 0.6883465634160713)","('progesterone biosynthesis', 0.681134926659626)","('glucocorticoid biosynthesis', 0.6313741409433821)","('mineralocorticoid biosynthesis', 0.60361178890181)","('superpathway of steroid hormone biosynthesis', 0.5734881991211143)"
Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists,"('fatty acid &beta;-oxidation VI (mammalian peroxisome)', 0.6585785350605443)","('fatty acid &beta;-oxidation II (plant peroxisome)', 0.6433662667658991)","('fatty acid &beta;-oxidation VII (yeast peroxisome)', 0.6373355726788279)","('cannabinoid biosynthesis', 0.5793238952942344)","('L-tryptophan degradation X (mammalian, via tryptamine)', 0.560197169507341)"
Peroxisome proliferator-activated receptor (PPAR) agonists,"('fatty acid &beta;-oxidation VI (mammalian peroxisome)', 0.5593900155508881)","('fatty acid &beta;-oxidation II (plant peroxisome)', 0.5582989521640691)","('cannabinoid biosynthesis', 0.5516377182339292)","('fatty acid &beta;-oxidation VII (yeast peroxisome)', 0.5463068653206062)","('glucocorticoid biosynthesis', 0.46834729213366494)"
Nicotinic cholinergic receptor antagonists,"('cannabinoid biosynthesis', 0.6728273122967537)","('ibotenate and muscimol biosynthesis', 0.6544320931406404)","('kainate biosynthesis', 0.6206289148034515)","('dopamine degradation', 0.5626696412239565)","('serotonin and melatonin biosynthesis', 0.5341404299938775)"
GABA-A receptor agonists/antagonists,"('ibotenate and muscimol biosynthesis', 0.6920492533350203)","('cannabinoid biosynthesis', 0.65235145590488)","('kainate biosynthesis', 0.6182821098535088)","('homotaurine degradation', 0.5727889060359358)","('dopamine degradation', 0.535671496147777)"
Calcium channel blocking drugs,"('paxilline and diprenylpaxilline biosynthesis', 0.4950146400193439)","('oleandomycin activation/inactivation', 0.4643143147005948)","('isethionate degradation', 0.4485819207771334)","('L-threonate degradation', 0.4195692233288967)","('valinomycin biosynthesis', 0.4161660409135732)"
Sodium channel blocking drugs,"('isethionate degradation', 0.5548818993126717)","('paxilline and diprenylpaxilline biosynthesis', 0.5004883349693523)","('phenylmercury acetate degradation', 0.45951387364814084)","('oleandomycin activation/inactivation', 0.45883405880545786)","('L-threonate degradation', 0.4443546208652834)"
Potassium channel blocking and opening drugs,"('paxilline and diprenylpaxilline biosynthesis', 0.5479195427404903)","('isethionate degradation', 0.5020643716697272)","('oleandomycin activation/inactivation', 0.47741033811551353)","('valinomycin biosynthesis', 0.4483730219225121)","('indole-3-acetate inactivation V', 0.4377493613829002)"
N-Methyl-D-aspartic acid (NMDA) receptor antagonists,"('ibotenate and muscimol biosynthesis', 0.7873740483163555)","('kainate biosynthesis', 0.7342590635393833)","('homotaurine degradation', 0.6663463258959119)","('cannabinoid biosynthesis', 0.6512224345157668)","('domoic acid biosynthesis', 0.6457779374920357)"
Ion transporter inhibitors,"('phloridzin biosynthesis', 0.4834239423478736)","('valinomycin biosynthesis', 0.46171239715452195)","('lactate racemase nickel cofactor biosynthesis', 0.45608278467261465)","('L-phenylalanine biosynthesis II', 0.4403832142926767)","('paxilline and diprenylpaxilline biosynthesis', 0.4389259498398256)"
Neurotransmitter transporter inhibitors,"('serotonin degradation', 0.6915844657883401)","('serotonin and melatonin biosynthesis', 0.6422869914198949)","('dopamine degradation', 0.6240597114493396)","('octopamine biosynthesis', 0.6006355854171824)","('D-serine degradation', 0.5937534013295552)"
Catecholamine transferase inhibitors,"('catecholamine biosynthesis', 0.617664276512158)","('L-arginine degradation IX (arginine:pyruvate transaminase pathway)', 0.6121277359713319)","('serotonin and melatonin biosynthesis', 0.6092954234027158)","('L-arginine degradation VIII (arginine oxidase pathway)', 0.6041911244445595)","('choline biosynthesis II', 0.5814964677526873)"
Cyclooxygenase inhibitors,"('chelerythrine biosynthesis', 0.5933472432049985)","('superpathway of lipoxygenase', 0.5885936853034287)","('L-mimosine degradation', 0.5877711487062284)","('esculetin biosynthesis', 0.5782499666323698)","('sangivamycin biosynthesis', 0.5756539806215014)"
HMG-CoA reductase inhibitors,"('trypanothione biosynthesis', 0.713446953146217)","('coenzyme B biosynthesis', 0.6722162658094059)","('5-aminoimidazole ribonucleotide biosynthesis II', 0.6492703096204051)","('5-aminoimidazole ribonucleotide biosynthesis I', 0.6377386241675729)","('tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate', 0.6280361031287528)"
Renin-angiotensin system inhibitors,"('serotonin degradation', 0.4401028771566356)","('thioredoxin pathway', 0.4137935711157153)","('L-arginine degradation VIII (arginine oxidase pathway)', 0.4121989184470753)","('serotonin and melatonin biosynthesis', 0.4102102831793612)","('L-arginine degradation I (arginase pathway)', 0.39923920744725355)"
HIV protease inhibitors,"('mannojirimycin biosynthesis', 0.48034742472181174)","('serine racemization', 0.46096487558351257)","('L-arginine degradation VIII (arginine oxidase pathway)', 0.4151506954065287)","('L-cysteine biosynthesis IX (Trichomonas vaginalis)', 0.4142199991892944)","('glycine cleavage', 0.4125413189773547)"
Quinolines,"('3-methylquinoline degradation', 0.8182663912585154)","('carbazole degradation', 0.8182663912585154)","('quinoxaline-2-carboxylate biosynthesis', 0.8066526196491138)","('rebeccamycin biosynthesis', 0.8066526196491138)","('cinchona alkaloids biosynthesis', 0.7332700441832954)"
Eicosanoids,"('maresin biosynthesis', 0.8481800664346574)","('representative whole plasma DHA-derived icosanoids', 0.8229252197067424)","('representative whole plasma EPA-derived icosanoids', 0.8229252197067424)","('representative whole plasma arachidonate-derived icosanoids II', 0.7664608841038607)","('representative whole plasma arachidonate-derived icosanoids I', 0.7620967497301756)"
